14/391
28.0,15.0
34.0,35.0
8.0,33.0
5.0,21.0
31.0,15.0
14.0,30.0
23.0,23.0
33.0,1.0
28.0,29.0
10.0,13.0
24.0,23.0
24.0,13.0
0.0,24.0
30.0,17.0
36.0,31.0
0.0,27.0
0.0,17.0
16.0,25.0
0.0,30.0
22.0,36.0
28.0,9.0
11.0,30.0
34.0,20.0
8.0,13.0
13.0,33.0
34.0,2.0
5.0,1.0
26.0,28.0
5.0,31.0
11.0,31.0
2.0,4.0
0.0,11.0
34.0,19.0
25.0,17.0
20.0,35.0
32.0,34.0
34.0,36.0
0.0,19.0
21.0,6.0
30.0,10.0
7.0,11.0
33.0,11.0
2.0,7.0
29.0,5.0
33.0,11.0
7.0,14.0
33.0,6.0
15.0,19.0
3.0,24.0
30.0,15.0
0.0,13.0
5.0,14.0
24.0,12.0
5.0,35.0
25.0,30.0
10.0,11.0
36.0,24.0
5.0,26.0
11.0,19.0
8.0,9.0
29.0,17.0
33.0,16.0
15.0,12.0
18.0,22.0
3.0,1.0
24.0,10.0
5.0,23.0
0.0,17.0
9.0,6.0
27.0,11.0
32.0,2.0
4.0,11.0
11.0,35.0
36.0,1.0
0.0,11.0
5.0,20.0
20.0,22.0
24.0,4.0
14.0,14.0
3.0,1.0
35.0,25.0
31.0,5.0
4.0,25.0
20.0,9.0
30.0,1.0
14.0,9.0
34.0,21.0
28.0,3.0
26.0,21.0
11.0,30.0
35.0,28.0
27.0,2.0
11.0,17.0
9.0,10.0
26.0,24.0
5.0,30.0
1.0,4.0
21.0,19.0
13.0,27.0
0.0,35.0
11.0,5.0
30.0,30.0
5.0,20.0
22.0,23.0
34.0,16.0
18.0,28.0
2.0,18.0
32.0,14.0
9.0,20.0
30.0,25.0
32.0,33.0
16.0,28.0
24.0,21.0
10.0,20.0
18.0,20.0
5.0,0.0
5.0,21.0
5.0,2.0
5.0,34.0
23.0,2.0
21.0,18.0
11.0,5.0
24.0,36.0
11.0,24.0
34.0,4.0
22.0,7.0
16.0,4.0
14.0,2.0
28.0,27.0
5.0,13.0
14.0,14.0
22.0,24.0
19.0,33.0
5.0,8.0
33.0,10.0
31.0,20.0
31.0,22.0
14.0,14.0
19.0,17.0
10.0,35.0
12.0,18.0
14.0,10.0
32.0,32.0
25.0,19.0
12.0,35.0
5.0,15.0
22.0,32.0
29.0,36.0
27.0,18.0
5.0,16.0
17.0,25.0
33.0,33.0
22.0,13.0
5.0,12.0
33.0,18.0
14.0,34.0
17.0,15.0
5.0,13.0
8.0,36.0
0.0,24.0
21.0,4.0
23.0,4.0
11.0,16.0
9.0,18.0
33.0,26.0
23.0,36.0
3.0,12.0
10.0,34.0
11.0,3.0
5.0,34.0
30.0,33.0
14.0,27.0
2.0,12.0
0.0,2.0
11.0,2.0
5.0,20.0
25.0,17.0
5.0,1.0
22.0,17.0
21.0,35.0
10.0,6.0
31.0,2.0
15.0,24.0
25.0,2.0
4.0,28.0
34.0,3.0
0.0,19.0
21.0,7.0
8.0,12.0
25.0,32.0
36.0,34.0
8.0,0.0
5.0,33.0
5.0,36.0
12.0,24.0
33.0,29.0
5.0,0.0
4.0,35.0
34.0,7.0
11.0,34.0
0.0,23.0
6.0,8.0
4.0,25.0
29.0,10.0
5.0,32.0
14.0,25.0
7.0,22.0
23.0,35.0
15.0,23.0
16.0,2.0
10.0,22.0
21.0,4.0
5.0,16.0
23.0,20.0
15.0,11.0
33.0,21.0
14.0,10.0
1.0,16.0
6.0,9.0
18.0,7.0
30.0,9.0
9.0,7.0
5.0,20.0
29.0,30.0
11.0,29.0
18.0,36.0
31.0,22.0
27.0,4.0
27.0,11.0
29.0,14.0
20.0,19.0
33.0,34.0
7.0,11.0
24.0,34.0
35.0,4.0
19.0,22.0
0.0,27.0
29.0,26.0
23.0,5.0
10.0,1.0
7.0,6.0
10.0,4.0
28.0,8.0
13.0,12.0
0.0,36.0
18.0,31.0
5.0,1.0
9.0,28.0
22.0,22.0
5.0,18.0
14.0,28.0
36.0,31.0
34.0,8.0
30.0,29.0
16.0,11.0
14.0,32.0
31.0,15.0
23.0,8.0
26.0,5.0
11.0,1.0
16.0,2.0
32.0,4.0
32.0,21.0
36.0,14.0
22.0,22.0
25.0,6.0
12.0,11.0
0.0,6.0
8.0,21.0
21.0,18.0
0.0,24.0
11.0,3.0
27.0,24.0
32.0,15.0
4.0,26.0
2.0,2.0
2.0,15.0
14.0,10.0
1.0,30.0
24.0,15.0
7.0,24.0
14.0,12.0
15.0,18.0
12.0,33.0
28.0,23.0
28.0,29.0
25.0,26.0
25.0,1.0
26.0,31.0
33.0,29.0
24.0,16.0
14.0,24.0
14.0,35.0
14.0,9.0
7.0,6.0
23.0,25.0
31.0,21.0
1.0,7.0
20.0,33.0
26.0,7.0
5.0,6.0
11.0,24.0
15.0,0.0
23.0,7.0
5.0,8.0
13.0,12.0
18.0,4.0
14.0,36.0
34.0,16.0
17.0,17.0
14.0,22.0
13.0,2.0
5.0,0.0
24.0,8.0
17.0,18.0
28.0,12.0
4.0,26.0
1.0,30.0
11.0,12.0
6.0,13.0
5.0,22.0
28.0,11.0
0.0,20.0
15.0,19.0
8.0,32.0
5.0,5.0
35.0,3.0
14.0,25.0
28.0,28.0
25.0,13.0
3.0,12.0
11.0,12.0
31.0,24.0
10.0,4.0
24.0,19.0
22.0,10.0
29.0,20.0
24.0,32.0
30.0,21.0
18.0,10.0
11.0,28.0
23.0,8.0
5.0,17.0
9.0,1.0
6.0,7.0
27.0,33.0
28.0,18.0
15.0,25.0
5.0,2.0
