178/455
1.0,3.0
0.0,11.0
21.0,12.0
22.0,22.0
1.0,3.0
12.0,12.0
46.0,26.0
0.0,0.0
9.0,21.0
0.0,0.0
11.0,6.0
1.0,8.0
9.0,42.0
12.0,12.0
3.0,7.0
1.0,2.0
1.0,1.0
5.0,5.0
9.0,23.0
0.0,8.0
0.0,5.0
0.0,0.0
1.0,14.0
2.0,2.0
0.0,7.0
10.0,10.0
0.0,15.0
5.0,9.0
1.0,1.0
1.0,1.0
4.0,4.0
1.0,1.0
2.0,2.0
0.0,3.0
0.0,0.0
0.0,0.0
5.0,5.0
2.0,2.0
0.0,0.0
1.0,1.0
3.0,32.0
0.0,0.0
0.0,5.0
0.0,8.0
6.0,3.0
2.0,41.0
12.0,29.0
12.0,13.0
12.0,28.0
0.0,47.0
3.0,39.0
3.0,40.0
7.0,7.0
17.0,13.0
2.0,44.0
4.0,11.0
0.0,15.0
0.0,0.0
0.0,7.0
11.0,6.0
13.0,33.0
0.0,0.0
0.0,0.0
2.0,2.0
22.0,28.0
2.0,25.0
0.0,30.0
1.0,1.0
2.0,5.0
0.0,0.0
3.0,0.0
3.0,4.0
2.0,41.0
0.0,0.0
4.0,4.0
17.0,21.0
9.0,23.0
7.0,0.0
12.0,27.0
1.0,16.0
2.0,2.0
0.0,30.0
0.0,3.0
0.0,0.0
4.0,4.0
34.0,3.0
4.0,4.0
0.0,0.0
12.0,29.0
2.0,2.0
0.0,0.0
4.0,18.0
0.0,0.0
11.0,1.0
5.0,9.0
9.0,9.0
1.0,1.0
1.0,16.0
12.0,33.0
0.0,0.0
6.0,2.0
6.0,4.0
4.0,4.0
19.0,4.0
1.0,1.0
2.0,24.0
3.0,7.0
0.0,40.0
12.0,38.0
3.0,1.0
9.0,23.0
17.0,17.0
0.0,8.0
0.0,5.0
0.0,0.0
0.0,9.0
0.0,18.0
1.0,1.0
6.0,3.0
3.0,4.0
4.0,20.0
2.0,2.0
2.0,2.0
4.0,4.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,5.0
1.0,1.0
9.0,23.0
1.0,14.0
12.0,2.0
2.0,48.0
11.0,8.0
5.0,21.0
1.0,14.0
7.0,10.0
5.0,23.0
3.0,16.0
2.0,5.0
3.0,3.0
0.0,0.0
7.0,0.0
19.0,20.0
1.0,1.0
0.0,36.0
11.0,11.0
6.0,3.0
7.0,40.0
17.0,17.0
0.0,34.0
1.0,1.0
0.0,0.0
2.0,2.0
9.0,5.0
10.0,1.0
9.0,9.0
1.0,1.0
0.0,30.0
2.0,4.0
3.0,4.0
0.0,15.0
2.0,44.0
2.0,2.0
1.0,1.0
4.0,8.0
12.0,45.0
0.0,6.0
3.0,0.0
11.0,4.0
0.0,15.0
0.0,0.0
0.0,40.0
12.0,13.0
12.0,6.0
9.0,5.0
7.0,10.0
17.0,21.0
2.0,2.0
21.0,25.0
0.0,6.0
5.0,5.0
7.0,37.0
1.0,1.0
1.0,3.0
7.0,10.0
9.0,9.0
0.0,8.0
7.0,6.0
2.0,48.0
1.0,16.0
0.0,48.0
27.0,27.0
2.0,3.0
1.0,1.0
2.0,24.0
22.0,22.0
5.0,5.0
2.0,2.0
0.0,6.0
0.0,0.0
11.0,19.0
0.0,0.0
3.0,49.0
3.0,3.0
1.0,1.0
2.0,2.0
6.0,3.0
12.0,13.0
12.0,28.0
17.0,41.0
0.0,0.0
10.0,10.0
12.0,37.0
19.0,39.0
0.0,15.0
17.0,45.0
0.0,15.0
2.0,2.0
4.0,12.0
19.0,19.0
3.0,11.0
31.0,31.0
7.0,10.0
3.0,16.0
31.0,31.0
2.0,2.0
7.0,7.0
7.0,0.0
10.0,37.0
5.0,5.0
4.0,39.0
0.0,5.0
22.0,9.0
7.0,34.0
2.0,5.0
1.0,1.0
2.0,48.0
1.0,1.0
0.0,0.0
6.0,6.0
0.0,2.0
1.0,1.0
0.0,0.0
1.0,1.0
22.0,22.0
19.0,19.0
1.0,3.0
3.0,3.0
2.0,2.0
17.0,17.0
17.0,28.0
0.0,32.0
10.0,2.0
5.0,27.0
1.0,14.0
1.0,7.0
1.0,1.0
3.0,8.0
6.0,13.0
6.0,9.0
2.0,2.0
1.0,10.0
4.0,4.0
12.0,5.0
0.0,6.0
4.0,4.0
0.0,8.0
38.0,38.0
2.0,24.0
3.0,8.0
5.0,41.0
12.0,10.0
7.0,7.0
46.0,26.0
11.0,44.0
7.0,47.0
46.0,46.0
22.0,38.0
0.0,2.0
17.0,45.0
0.0,36.0
0.0,6.0
1.0,1.0
1.0,1.0
9.0,30.0
4.0,13.0
46.0,46.0
0.0,32.0
2.0,12.0
6.0,3.0
5.0,40.0
0.0,24.0
11.0,11.0
1.0,3.0
3.0,35.0
3.0,11.0
34.0,1.0
0.0,7.0
0.0,0.0
2.0,18.0
0.0,0.0
1.0,1.0
1.0,1.0
46.0,26.0
3.0,3.0
1.0,3.0
0.0,2.0
19.0,19.0
2.0,25.0
0.0,0.0
28.0,28.0
5.0,22.0
9.0,21.0
9.0,0.0
1.0,1.0
5.0,43.0
4.0,4.0
1.0,3.0
0.0,0.0
0.0,10.0
0.0,0.0
6.0,4.0
0.0,0.0
0.0,0.0
1.0,16.0
2.0,2.0
4.0,4.0
46.0,26.0
0.0,0.0
6.0,6.0
0.0,8.0
12.0,38.0
0.0,0.0
5.0,5.0
0.0,3.0
12.0,30.0
9.0,24.0
34.0,49.0
0.0,15.0
3.0,11.0
9.0,30.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,3.0
1.0,8.0
2.0,41.0
17.0,33.0
6.0,0.0
0.0,9.0
1.0,14.0
19.0,3.0
12.0,13.0
2.0,24.0
1.0,16.0
12.0,12.0
7.0,40.0
1.0,14.0
0.0,0.0
0.0,11.0
1.0,3.0
4.0,4.0
1.0,3.0
5.0,5.0
1.0,3.0
11.0,11.0
3.0,3.0
0.0,9.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,10.0
0.0,1.0
1.0,10.0
4.0,18.0
4.0,4.0
46.0,26.0
6.0,7.0
3.0,7.0
4.0,4.0
11.0,3.0
2.0,2.0
1.0,3.0
5.0,12.0
0.0,0.0
11.0,21.0
9.0,17.0
6.0,6.0
0.0,0.0
46.0,26.0
1.0,3.0
9.0,23.0
34.0,20.0
12.0,13.0
0.0,9.0
0.0,0.0
13.0,13.0
1.0,14.0
0.0,24.0
19.0,19.0
4.0,4.0
34.0,49.0
2.0,2.0
12.0,20.0
42.0,42.0
4.0,4.0
6.0,2.0
5.0,5.0
0.0,0.0
1.0,7.0
6.0,3.0
4.0,4.0
19.0,19.0
0.0,36.0
9.0,33.0
0.0,37.0
1.0,14.0
17.0,17.0
0.0,25.0
4.0,4.0
0.0,0.0
1.0,1.0
6.0,3.0
0.0,0.0
1.0,1.0
0.0,6.0
0.0,6.0
1.0,35.0
34.0,39.0
0.0,6.0
34.0,49.0
46.0,46.0
0.0,0.0
17.0,13.0
0.0,9.0
0.0,29.0
1.0,1.0
8.0,8.0
0.0,0.0
1.0,1.0
9.0,33.0
3.0,3.0
0.0,6.0
6.0,20.0
0.0,0.0
0.0,7.0
5.0,42.0
1.0,1.0
3.0,10.0
0.0,3.0
0.0,24.0
1.0,14.0
0.0,15.0
