@relation AALTDChallenge11

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.28614,-0.285675,-0.285412,-0.285793,-0.290546,-0.303692,-0.308081,-0.309106,-0.314351,-0.407735,-0.467278,-0.54863,-0.566001,-0.482589,-0.523161,-0.548248,-0.551154,-0.550688,-0.551833,-0.551368,-0.535196,-0.473944,-0.373787,-0.189166,-0.0199049,0.0721725,0.151771,0.149737,0.176773,0.212438,0.236175,0.254837,0.265465,0.260113,0.254883,0.232989,0.191254,0.135561,0.0625452,-0.0620581,-0.144578,-0.276583,-0.308154,-0.341492,-0.342179,-0.335967,-0.330216,-0.330609,-0.331849,-0.327494,-0.327047,4
-0.0959686,-0.0956599,-0.0955648,-0.0955902,-0.0957067,-0.0950202,-0.0952786,-0.0957193,-0.0953258,-0.0956663,-0.0948834,-0.0932051,-0.0834518,-0.0520756,-0.0427024,-0.0267266,0.00176028,0.0430506,0.0683262,0.0803806,0.0853631,0.0875383,0.0868106,0.0821823,0.078757,0.0765325,0.0738311,0.0722459,0.0706465,0.0714661,0.0695078,0.0571061,0.0478816,0.0400771,0.023564,0.00970647,-0.00826209,-0.0191827,-0.0292646,-0.030555,-0.0288152,-0.0339598,-0.0391452,-0.0417976,-0.0452334,-0.0439227,-0.0465992,-0.0461383,-0.0468779,-0.0468827,-0.0473979,3
-0.0738173,-0.073942,-0.0742993,-0.074265,-0.074334,-0.0743897,-0.0732755,-0.0625304,-0.0400823,-0.0446876,-0.0401827,-0.0449707,-0.0319118,-0.0307561,-0.0057311,0.0057705,0.0127913,0.019143,0.0199926,0.0182653,0.0149916,0.00996896,-0.00311873,-0.0233517,-0.0481092,-0.0797499,-0.106021,-0.135099,-0.142185,-0.141866,-0.136626,-0.153243,-0.15573,-0.149892,-0.139903,-0.132204,-0.1303,-0.124564,-0.12045,-0.114928,-0.113697,-0.112864,-0.112077,-0.111384,-0.111019,-0.110817,-0.105106,-0.1045,-0.10432,-0.104639,-0.104855,3
-0.276138,-0.276571,-0.274862,-0.274858,-0.273972,-0.290762,-0.288546,-0.274553,-0.288794,-0.344242,-0.369502,-0.386884,-0.500678,-0.536491,-0.433388,-0.443672,-0.560427,-0.370056,-0.353897,-0.379932,-0.385568,-0.390808,-0.444655,-0.422251,-0.311035,-0.168756,0.0810894,0.122828,0.146627,0.178449,0.162045,0.156094,0.163547,0.188207,0.193092,0.200362,0.208493,0.203362,0.204326,0.193636,0.148496,0.112122,0.0573099,-0.0675255,-0.1346,-0.25288,-0.281054,-0.29105,-0.29456,-0.288968,-0.286779,4
-0.160594,-0.159507,-0.158997,-0.159018,-0.159522,-0.159982,-0.158683,-0.156339,-0.160019,-0.159851,-0.17312,-0.166851,-0.166164,-0.171994,-0.183613,-0.172025,-0.170437,-0.17653,-0.177235,-0.179322,-0.185923,-0.193907,-0.198026,-0.199862,-0.20187,-0.202227,-0.212428,-0.217728,-0.233209,-0.251457,-0.228234,-0.274687,-0.284775,-0.232849,-0.226736,-0.22898,-0.224945,-0.216352,-0.217951,-0.212511,-0.213926,-0.210098,-0.21113,-0.211035,-0.210558,-0.2103,-0.206693,-0.208383,-0.207706,-0.206709,-0.210244,3
-0.275121,-0.272641,-0.276568,-0.271309,-0.269928,-0.273865,-0.268737,-0.278632,-0.276299,-0.225718,-0.1627,-0.0754037,-0.0343319,0.000589721,0.0160362,0.0502314,0.0684648,0.0909223,0.105597,0.119183,0.118449,0.107944,0.0955306,0.0756805,0.0867715,0.0609531,-0.0688577,-0.224123,-0.369599,-0.324183,-0.31873,-0.271572,-0.307673,-0.368187,-0.373926,-0.368015,-0.349941,-0.321326,-0.330248,-0.335448,-0.284518,-0.14382,-0.164931,-0.207979,-0.221683,-0.221199,-0.216729,-0.218262,-0.223168,-0.233615,-0.238861,5
0.0494522,0.0591249,0.129621,0.0468289,0.0495714,0.0625619,0.154757,0.290973,0.335833,0.368746,0.380699,0.395771,0.335166,0.329823,0.334276,0.326977,0.310467,0.311271,0.303841,0.304918,0.296729,0.298236,0.312935,0.312136,0.298533,0.323802,0.331428,0.320731,0.247013,0.198425,0.197708,-0.0376931,-0.032083,-0.0785364,-0.134502,-0.13642,-0.132362,-0.133945,-0.131849,-0.121222,-0.120789,-0.121716,-0.169222,-0.180047,-0.187447,-0.192183,-0.193964,-0.194436,-0.198232,-0.199414,-0.199562,1
-0.268088,-0.2699,-0.268638,-0.270806,-0.270594,-0.271391,-0.272842,-0.271618,-0.272571,-0.268931,-0.268066,-0.245143,-0.217019,-0.209159,-0.253709,-0.336213,-0.564993,-0.775434,-0.70672,-0.754272,-0.797903,-0.83932,-0.827251,-0.732433,-0.802393,-0.80483,-0.81765,-0.801171,-0.809813,-0.814311,-0.804837,-0.796202,-0.832206,-0.776102,-0.475802,-0.511588,-0.319562,-0.302985,-0.265248,-0.247166,-0.240185,-0.239368,-0.241026,-0.242874,-0.24406,-0.245627,-0.246378,-0.250527,-0.250609,-0.249282,-0.248246,6
-0.160822,-0.161361,-0.162647,-0.16247,-0.162948,-0.165014,-0.167539,-0.16708,-0.163936,-0.163759,-0.157109,-0.163313,-0.244151,-0.238314,-0.260495,-0.26613,-0.254508,-0.241605,-0.235169,-0.233285,-0.231484,-0.230428,-0.229429,-0.230312,-0.232025,-0.233805,-0.234844,-0.23185,-0.234089,-0.228734,-0.237548,-0.286274,-0.296076,-0.294331,-0.244354,-0.230481,-0.229958,-0.228595,-0.22128,-0.21737,-0.214096,-0.208556,-0.205258,-0.203498,-0.202945,-0.202325,-0.201403,-0.202275,-0.202773,-0.203114,-0.202337,3
-0.283245,-0.287739,-0.285695,-0.285861,-0.292863,-0.293683,-0.292438,-0.296832,-0.298833,-0.295027,-0.298124,-0.294317,-0.297402,-0.298878,-0.298611,-0.296577,-0.284803,-0.271922,-0.266593,-0.262266,-0.250569,-0.238115,-0.221686,-0.206801,-0.193279,-0.190853,-0.18922,-0.190929,-0.195683,-0.199193,-0.201222,-0.202337,-0.20612,-0.21847,-0.225778,-0.236222,-0.258487,-0.285918,-0.299437,-0.304045,-0.305202,-0.298243,-0.29078,-0.269789,-0.273549,-0.27077,-0.27121,-0.270205,-0.268942,-0.267892,-0.27064,2
