@relation AALTDChallenge16

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute target {1,2,3,4,5,6}

@data
-1.53495,-1.53279,-1.53248,-1.53544,-1.48255,-1.42893,-1.39702,-1.05938,-0.718984,-0.415134,-0.148361,0.115226,0.108507,-0.122314,-0.506998,-0.496127,-0.479224,-0.47287,-0.466836,-0.397293,-0.290681,0.0295423,0.115595,0.298246,0.320454,0.300218,0.250264,0.130126,0.198162,0.196465,0.165862,0.148247,0.125006,0.0333223,-0.114419,-0.361103,-0.702103,-0.94904,-1.12186,-1.34059,-1.46672,-1.52656,-1.52484,-1.53891,-1.48893,-1.57096,-1.50121,-1.50998,-1.46902,-1.4991,-1.48818,4
-1.27133,-1.27151,-1.27178,-1.27189,-1.272,-1.27207,-1.27193,-1.27157,-1.27117,-1.27047,-1.26888,-1.26578,-1.25021,-1.21535,-1.16406,-1.04377,-0.917512,-0.605013,-0.390821,-0.234834,-0.0240509,0.0384552,0.090943,0.136901,0.142487,0.143172,0.132757,0.117081,0.0694353,-0.00675824,-0.101223,-0.262923,-0.457143,-0.645539,-0.862074,-0.984927,-1.10428,-1.18878,-1.2147,-1.23318,-1.23782,-1.25832,-1.37866,-1.3762,-1.38227,-1.2382,-1.24124,-1.23199,-1.23078,-1.22981,-1.2289,3
-1.40646,-1.40532,-1.40377,-1.4034,-1.40309,-1.40302,-1.4057,-1.40196,-1.33055,-1.20878,-1.00829,-0.786271,-0.511626,-0.285973,0.00798875,0.140972,0.27467,0.339616,0.35642,0.353743,0.344239,0.328913,0.278675,0.159595,-0.0150648,-0.229271,-0.447774,-0.843352,-1.07113,-1.22874,-1.35309,-1.46571,-1.53179,-1.53848,-1.5303,-1.51955,-1.51576,-1.52247,-1.52316,-1.51732,-1.5151,-1.50856,-1.50353,-1.4998,-1.49884,-1.4961,-1.50413,-1.50672,-1.50563,-1.50221,-1.5009,3
-1.50425,-1.49215,-1.42808,-1.46238,-1.46479,-1.58575,-1.58358,-1.61297,-1.56599,-1.25784,-0.985642,-0.653851,-0.43952,-0.00480418,-0.110847,-0.267258,-0.454879,-0.561685,-0.547611,-0.480066,-0.443668,-0.491293,-0.429039,-0.339177,-0.09926,0.199626,-0.0274695,-0.0655584,-0.174651,-0.174861,-0.141904,-0.105458,-0.0607387,-0.0445832,-0.0247842,0.00376382,0.00125755,-0.000420578,-0.0558979,-0.219222,-0.489448,-0.770058,-1.10418,-1.35497,-1.46206,-1.61928,-1.57388,-1.5526,-1.52751,-1.6904,-1.53691,4
-1.80178,-1.81028,-1.81535,-1.82342,-1.80243,-1.80975,-1.82006,-1.83943,-1.70823,-1.63576,-1.37081,-1.01333,-0.740557,-0.384098,-0.210021,-0.097678,-0.0111402,0.0468108,0.133423,0.139169,0.138426,0.129262,0.126067,0.12432,0.122724,0.106731,0.0826274,0.0271677,-0.107069,-0.298833,-0.552206,-0.833396,-1.0914,-1.37712,-1.57521,-1.69626,-1.76335,-1.8076,-1.77754,-1.75287,-1.75063,-1.76264,-1.75952,-1.76219,-1.7573,-1.78205,-1.80715,-1.80719,-1.81727,-1.81984,-1.8145,3
-1.5172,-1.55931,-1.56857,-1.5443,-1.55497,-1.55396,-1.53595,-1.56546,-1.66853,-1.61429,-1.58734,-1.46564,-1.14272,-0.832419,-0.51366,-0.169598,-0.0316232,0.170062,0.138261,0.175599,0.176312,0.1284,0.0174504,-0.0778377,-0.142191,-0.142148,-0.0855143,0.00637925,-0.469027,-0.511789,-0.619287,-0.622439,-0.512212,-0.568151,-0.563815,-0.549373,-0.559699,-0.421412,-0.263138,-0.640219,-0.724298,-0.937576,-1.22023,-1.43537,-1.46483,-1.5045,-1.56481,-1.65294,-1.5406,-1.55527,-1.56352,5
-1.78265,-1.8188,-1.96731,-1.78275,-1.7857,-1.79788,-1.76649,-1.4163,-1.10176,-0.69194,-0.365911,0.0327157,0.373064,0.617389,0.577063,0.943214,0.975861,1.00203,0.985517,0.997188,0.991148,0.950832,0.826462,0.71504,0.344739,-0.0318306,-0.445415,-0.781305,-1.17818,-1.3621,-1.5749,-1.68116,-1.76902,-1.80828,-1.76243,-1.803,-1.71799,-1.8056,-1.7815,-1.79052,-1.80961,-1.81824,-1.79328,-1.81183,-1.8076,-1.81251,-1.80468,-1.77535,-1.77539,-1.776,-1.75988,1
-1.43448,-1.44422,-1.44358,-1.44197,-1.4395,-1.43964,-1.44223,-1.43384,-1.44333,-1.42474,-1.42106,-1.39835,-1.28934,-1.10999,-0.896153,-0.597032,0.0151642,0.508899,0.57776,0.856083,0.766841,0.835667,0.831615,1.19992,0.92312,1.06365,1.08128,0.898094,1.06254,0.905241,0.800544,0.567175,0.3894,-0.221005,-0.839911,-1.25964,-1.31617,-1.43585,-1.4069,-1.34724,-1.34944,-1.34991,-1.39797,-1.39841,-1.39032,-1.39028,-1.39056,-1.3946,-1.39213,-1.39105,-1.39701,6
-1.66323,-1.6638,-1.61914,-1.61413,-1.63554,-1.6472,-1.611,-1.61366,-1.61029,-1.69647,-1.53143,-1.25159,-0.938384,-0.690389,-0.438892,-0.237077,-0.0593223,0.0597329,0.197445,0.25342,0.288562,0.306633,0.308102,0.307696,0.302992,0.296695,0.290502,0.28669,0.270793,0.203208,-0.0970772,-0.440639,-0.701895,-1.05785,-1.36122,-1.54283,-1.50558,-1.67858,-1.63402,-1.61336,-1.63046,-1.61727,-1.60833,-1.61021,-1.60665,-1.65935,-1.6567,-1.64641,-1.70008,-1.7174,-1.6581,3
-1.31104,-1.31864,-1.3086,-1.30015,-1.31629,-1.31425,-1.31984,-1.3298,-1.33978,-1.33293,-1.33681,-1.32626,-1.339,-1.34166,-1.34894,-1.34769,-1.32133,-1.30955,-1.22907,-1.06495,-0.720206,-0.427749,-0.149078,0.113136,0.331939,0.45071,0.522573,0.531735,0.533533,0.534195,0.529108,0.51877,0.519708,0.49112,0.352571,0.195021,0.0294684,-0.182619,-0.419602,-0.656832,-0.893577,-1.08694,-1.2369,-1.25717,-1.28411,-1.35428,-1.3392,-1.3374,-1.33841,-1.27822,-1.29051,2
