@relation AALTDChallenge12

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.507478,-0.489377,-0.510865,-0.506752,-0.529976,-0.553175,-0.571202,-0.540385,-0.448449,-0.202275,-0.0900423,0.306065,0.48846,0.386564,0.104759,0.0971749,0.0879083,0.0907823,0.152626,0.137758,0.00631978,-0.250828,-0.544495,-0.821853,-1.14106,-1.39673,-1.59347,-1.5688,-1.68139,-1.75504,-1.71611,-1.68507,-1.70154,-1.54392,-1.6882,-1.51277,-1.32834,-1.19125,-1.08231,-0.95765,-0.811775,-0.635603,-0.597342,-0.585555,-0.584078,-0.582965,-0.58618,-0.576324,-0.564975,-0.558973,-0.554771,4
-0.649392,-0.649375,-0.649494,-0.649611,-0.649766,-0.64983,-0.650041,-0.650355,-0.650704,-0.650847,-0.650396,-0.650092,-0.649929,-0.647905,-0.644577,-0.642186,-0.636529,-0.620607,-0.609512,-0.601511,-0.593705,-0.591356,-0.58963,-0.586547,-0.585109,-0.584319,-0.583938,-0.58671,-0.592012,-0.596136,-0.598224,-0.599706,-0.600827,-0.605885,-0.610225,-0.618106,-0.624661,-0.638143,-0.636097,-0.633618,-0.628194,-0.639755,-0.634393,-0.629777,-0.632811,-0.619651,-0.62264,-0.615179,-0.614627,-0.613812,-0.612515,3
-0.680587,-0.679626,-0.678567,-0.678183,-0.67772,-0.677467,-0.677514,-0.677982,-0.676408,-0.681432,-0.682499,-0.678132,-0.669362,-0.660982,-0.651796,-0.643831,-0.638125,-0.633706,-0.631206,-0.632323,-0.631227,-0.630443,-0.63312,-0.608657,-0.624305,-0.631648,-0.634048,-0.639489,-0.643814,-0.648721,-0.682118,-0.689338,-0.688516,-0.695346,-0.700001,-0.697559,-0.696521,-0.702983,-0.706087,-0.704142,-0.699911,-0.696373,-0.693212,-0.691554,-0.690281,-0.689556,-0.695725,-0.697835,-0.696357,-0.693792,-0.692146,3
-0.528208,-0.527944,-0.527444,-0.527197,-0.529081,-0.572122,-0.677806,-0.853055,-0.995374,-1.12394,-1.05916,-0.967185,-0.666007,-0.0816497,0.0530902,0.176149,0.242992,0.421916,0.226461,0.159948,0.159639,0.145877,0.144587,0.0192554,-0.314706,-0.513435,-0.73412,-1.31647,-1.62559,-1.78475,-1.86879,-1.85546,-1.81637,-1.77037,-1.77461,-1.7693,-1.76595,-1.76915,-1.7749,-1.77934,-1.66968,-1.53375,-1.26634,-1.08201,-0.808516,-0.629709,-0.605966,-0.599631,-0.609065,-0.622737,-0.61913,4
-0.668832,-0.670309,-0.671149,-0.674651,-0.678232,-0.68105,-0.682089,-0.683593,-0.68328,-0.680765,-0.659681,-0.656558,-0.651187,-0.62939,-0.632901,-0.634085,-0.63507,-0.636826,-0.638795,-0.639563,-0.64158,-0.640887,-0.640797,-0.641529,-0.641784,-0.642195,-0.631969,-0.63727,-0.642659,-0.647721,-0.649575,-0.649585,-0.651479,-0.661699,-0.674365,-0.682501,-0.687643,-0.684624,-0.686077,-0.688288,-0.690168,-0.694142,-0.692045,-0.692943,-0.693711,-0.696939,-0.6972,-0.695791,-0.695088,-0.694201,-0.695072,3
0.0607203,0.057067,0.0601797,0.061811,0.0575646,0.0600963,0.0674072,-0.634387,-0.768654,-0.95122,-1.2512,-1.39929,-1.54529,-1.72521,-1.77471,-1.75957,-1.77771,-1.77205,-1.71628,-1.6953,-1.69713,-1.71911,-1.76293,-1.69303,-1.48189,-1.1776,-0.674696,-0.40396,0.0469789,0.266372,0.329524,0.423063,0.342678,0.369681,0.319458,0.302296,0.277854,0.296203,-0.0124065,-0.0504655,-0.0124588,-0.0763394,-0.523247,-0.630286,-0.644157,-0.636804,-0.626409,-0.608606,-0.593398,-0.584051,-0.57851,5
-0.61342,-0.622232,-0.625402,-0.610388,-0.603729,-0.612568,-0.597349,-0.580095,-0.568276,-0.552699,-0.5326,-0.51981,-0.499594,-0.494346,-0.493724,-0.494999,-0.492412,-0.493879,-0.493482,-0.493092,-0.491282,-0.492084,-0.494304,-0.494272,-0.497858,-0.506687,-0.515036,-0.520869,-0.531865,-0.541393,-0.544493,-0.552194,-0.5504,-0.554143,-0.549432,-0.546497,-0.551592,-0.545768,-0.541817,-0.541114,-0.545604,-0.546718,-0.550332,-0.556687,-0.559856,-0.561484,-0.560076,-0.558626,-0.556903,-0.558795,-0.557304,1
0.260973,0.26057,0.263508,0.263461,0.26045,0.261328,0.26184,0.259865,0.260877,0.257839,0.257432,0.241794,0.201545,-0.768249,-0.837291,-0.845084,-0.872115,-0.510903,-0.368667,-0.182704,-0.0206571,-0.0382017,-0.039695,-0.0172683,-0.0327622,0.0325535,-0.0704113,-0.073964,-0.0584819,-0.0540013,-0.0607614,0.0420279,-0.0474889,-0.0645251,-0.478162,-0.499556,-0.553074,-0.575727,-0.597538,-0.600101,-0.595981,-0.55599,-0.550625,-0.55225,-0.552556,-0.557214,-0.552587,-0.560713,-0.564632,-0.570954,-0.567887,6
-0.702458,-0.694722,-0.694434,-0.693657,-0.68791,-0.685688,-0.684177,-0.680631,-0.683573,-0.685453,-0.70001,-0.70162,-0.669377,-0.661434,-0.645134,-0.639304,-0.626197,-0.626729,-0.621262,-0.613132,-0.609595,-0.606535,-0.60528,-0.605733,-0.611035,-0.609752,-0.609384,-0.619135,-0.621927,-0.630735,-0.626121,-0.609781,-0.623868,-0.643197,-0.649027,-0.638649,-0.644367,-0.669389,-0.673785,-0.683856,-0.691391,-0.686522,-0.682497,-0.681417,-0.674584,-0.667668,-0.665331,-0.66244,-0.659656,-0.659846,-0.657446,3
-0.617953,-0.618872,-0.616096,-0.611798,-0.615647,-0.6135,-0.620036,-0.620368,-0.623457,-0.623892,-0.621523,-0.620418,-0.624617,-0.623742,-0.62511,-0.61982,-0.61066,-0.610878,-0.605836,-0.599421,-0.587246,-0.581088,-0.595049,-0.585125,-0.567482,-0.556512,-0.544135,-0.53012,-0.519557,-0.513398,-0.511375,-0.498159,-0.513252,-0.518904,-0.526587,-0.530014,-0.532077,-0.533339,-0.534344,-0.535591,-0.529706,-0.535602,-0.539544,-0.541402,-0.554462,-0.564743,-0.573473,-0.579681,-0.5819,-0.582672,-0.583257,2
