@relation AALTDChallenge14

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.51599,-0.537491,-0.510966,-0.53098,-0.658221,-0.722623,-0.880218,-0.931738,-0.921625,-1.34227,-1.27987,-1.27804,-0.846739,-0.740557,-0.754957,-0.73751,-0.714614,-0.701716,-0.676441,-0.537585,-0.684426,-0.704332,-0.700492,-0.822307,-0.871992,-1.02848,-0.974426,-0.804188,-0.699413,-0.660403,-0.565013,-0.537057,-0.514244,-0.48949,-0.478023,-0.538557,-0.509867,-0.49178,-0.494286,-0.471996,-0.464671,-0.513061,-0.520119,-0.514388,-0.515452,-0.491898,-0.507573,-0.522417,-0.500071,-0.49626,-0.504874,4
-0.623894,-0.623943,-0.623812,-0.623672,-0.623432,-0.623348,-0.623244,-0.623076,-0.622227,-0.621991,-0.62106,-0.621029,-0.622836,-0.625518,-0.629906,-0.631027,-0.633726,-0.619661,-0.626801,-0.625443,-0.625598,-0.625731,-0.625531,-0.621473,-0.620885,-0.620423,-0.619697,-0.617011,-0.615794,-0.615099,-0.617453,-0.61929,-0.622268,-0.624326,-0.626965,-0.628691,-0.626774,-0.633304,-0.630023,-0.630311,-0.627472,-0.639226,-0.649213,-0.644089,-0.642245,-0.629132,-0.630103,-0.614298,-0.604574,-0.599218,-0.595773,3
-0.483263,-0.48335,-0.483534,-0.483776,-0.484093,-0.484407,-0.485383,-0.486623,-0.488629,-0.487035,-0.494177,-0.503653,-0.506452,-0.503702,-0.502843,-0.502979,-0.503577,-0.509978,-0.510092,-0.504801,-0.505089,-0.50559,-0.504929,-0.529865,-0.514664,-0.513908,-0.516431,-0.514701,-0.502698,-0.488914,-0.495817,-0.493794,-0.495098,-0.499241,-0.500214,-0.503963,-0.503844,-0.505515,-0.5069,-0.506887,-0.512071,-0.513907,-0.515658,-0.515973,-0.517285,-0.517599,-0.521165,-0.521654,-0.521581,-0.522113,-0.52221,3
-0.559506,-0.559023,-0.555053,-0.554415,-0.549499,-0.479304,-0.431592,-0.480982,-0.61428,-0.923373,-1.0218,-1.4757,-1.26844,-1.52734,-1.20612,-0.942919,-0.725483,-0.425259,-0.596541,-0.437295,-0.438893,-0.461458,-0.628879,-0.599681,-0.73925,-0.959197,-1.07258,-1.12488,-1.02961,-0.953387,-0.790145,-0.664468,-0.541824,-0.444104,-0.384225,-0.357828,-0.332909,-0.315939,-0.304565,-0.357309,-0.395916,-0.462252,-0.443012,-0.444774,-0.381835,-0.460251,-0.432975,-0.428159,-0.433874,-0.471887,-0.490753,4
-0.750834,-0.752787,-0.753915,-0.756291,-0.750454,-0.753222,-0.755745,-0.759693,-0.76067,-0.76087,-0.747084,-0.736431,-0.724865,-0.705693,-0.69834,-0.692247,-0.687609,-0.684167,-0.680891,-0.68003,-0.679263,-0.677711,-0.67493,-0.672861,-0.671824,-0.67133,-0.675477,-0.67808,-0.682079,-0.681144,-0.679157,-0.684451,-0.689954,-0.702041,-0.705744,-0.70888,-0.716574,-0.72506,-0.728462,-0.725398,-0.729855,-0.730248,-0.731862,-0.7334,-0.733004,-0.739151,-0.742304,-0.744102,-0.746466,-0.746677,-0.749117,3
-0.709773,-0.708232,-0.711881,-0.702548,-0.703647,-0.708067,-0.702781,-0.366782,-0.375626,-0.361442,-0.429969,-0.399387,-0.418707,-0.462097,-0.491703,-0.448238,-0.430767,-0.365862,-0.32007,-0.29203,-0.28696,-0.296932,-0.350895,-0.468615,-0.619714,-0.633768,-0.820082,-0.753295,-0.832569,-0.609149,-0.676029,-0.846888,-0.743502,-0.813971,-0.729578,-0.722542,-0.706114,-0.497251,-0.647665,-0.718877,-0.773686,-0.780896,-0.696292,-0.561229,-0.497231,-0.450198,-0.436942,-0.439422,-0.446594,-0.457797,-0.461406,5
-0.733924,-0.741974,-0.742438,-0.735815,-0.733838,-0.739854,-0.735757,-0.729296,-0.735961,-0.741818,-0.734759,-0.726214,-0.712685,-0.705693,-0.698229,-0.695299,-0.685448,-0.6872,-0.685811,-0.689219,-0.688871,-0.693698,-0.69456,-0.691951,-0.700437,-0.719946,-0.729876,-0.736561,-0.747061,-0.755578,-0.761696,-0.773638,-0.784029,-0.795401,-0.798937,-0.80229,-0.81114,-0.80506,-0.79902,-0.802697,-0.807529,-0.808697,-0.804381,-0.807563,-0.803419,-0.802036,-0.798972,-0.796631,-0.791835,-0.792898,-0.792378,1
-0.291458,-0.292127,-0.290298,-0.292092,-0.290704,-0.289687,-0.290786,-0.28943,-0.290087,-0.285671,-0.284052,-0.265275,-0.222079,-0.354534,-0.43338,-0.601925,-0.510838,-0.889495,-0.941468,-1.00481,-0.948264,-0.820886,-0.708963,-0.705981,-0.643717,-0.664157,-0.441356,-0.445382,-0.466629,-0.470186,-0.508927,-0.813364,-0.647284,-0.699524,-0.622028,-0.778472,-0.627016,-0.50018,-0.347495,-0.344272,-0.345126,-0.425231,-0.454262,-0.447929,-0.461535,-0.426842,-0.449063,-0.4105,-0.395605,-0.374583,-0.386647,6
-0.663727,-0.658798,-0.658198,-0.65581,-0.652706,-0.654387,-0.660235,-0.661359,-0.660863,-0.661734,-0.65622,-0.66319,-0.664469,-0.665099,-0.656246,-0.638228,-0.629004,-0.597957,-0.590236,-0.616648,-0.613801,-0.624277,-0.62473,-0.62287,-0.614645,-0.623785,-0.624114,-0.624647,-0.62806,-0.625307,-0.617824,-0.614742,-0.622836,-0.611789,-0.608512,-0.628401,-0.627125,-0.635378,-0.637413,-0.647307,-0.661199,-0.660459,-0.657839,-0.65823,-0.657333,-0.655345,-0.655379,-0.657185,-0.656616,-0.659504,-0.65806,3
-0.293465,-0.297216,-0.2943,-0.293832,-0.300169,-0.300625,-0.299174,-0.304467,-0.306082,-0.302818,-0.306383,-0.301157,-0.304071,-0.304998,-0.307955,-0.313046,-0.307796,-0.311606,-0.320191,-0.326652,-0.349155,-0.359969,-0.342715,-0.331944,-0.346987,-0.351803,-0.353542,-0.35844,-0.359235,-0.354457,-0.35223,-0.368066,-0.357841,-0.357428,-0.357745,-0.35854,-0.359568,-0.360257,-0.360153,-0.360763,-0.352129,-0.351981,-0.349519,-0.344611,-0.337048,-0.334089,-0.331117,-0.32508,-0.322541,-0.320005,-0.323135,2
-0.249776,-0.250038,-0.250279,-0.255286,-0.254202,-0.253463,-0.253114,-0.253095,-0.253076,-0.25344,-0.253696,-0.253742,-0.262037,-0.277803,-0.347027,-0.460204,-0.598173,-0.763622,-0.931515,-1.08687,-1.18052,-1.40151,-1.52733,-1.13287,-0.735941,-0.66287,-0.674376,-0.67601,-0.672888,-0.675247,-0.546521,-0.591316,-0.708304,-0.725065,-0.628357,-0.45613,-1.41905,-1.28578,-0.646701,-0.679376,-0.458563,-0.294903,-0.191766,-0.10764,-0.148685,-0.142056,-0.140631,-0.141212,-0.143033,-0.147567,-0.151277,6
-0.577443,-0.578297,-0.583215,-0.588784,-0.591257,-0.591227,-0.593823,-0.596287,-0.595091,-0.597289,-0.599889,-0.601461,-0.601429,-0.602118,-0.602211,-0.601446,-0.602353,-0.604364,-0.605833,-0.607276,-0.605784,-0.607566,-0.60962,-0.611715,-0.634863,-0.625409,-0.62493,-0.630955,-0.64137,-0.645469,-0.654388,-0.665967,-0.669864,-0.671062,-0.665756,-0.67036,-0.667894,-0.662818,-0.666345,-0.663685,-0.67109,-0.681441,-0.684264,-0.68352,-0.682579,-0.677352,-0.674626,-0.671057,-0.668541,-0.665837,-0.661711,1
-0.733843,-0.737794,-0.733974,-0.737621,-0.719073,-0.69293,-0.66691,-0.632965,-0.594322,-0.609763,-0.709969,-0.912164,-0.993844,-1.08186,-1.24017,-1.2916,-1.34808,-1.24543,-1.19361,-1.28313,-1.19017,-0.992898,-0.459977,-0.48062,-0.528302,-0.649838,-0.643279,-0.632345,-0.635341,-0.634819,-0.53424,-0.481426,-1.21048,-1.40728,-1.11887,-1.26911,-1.15889,-1.0874,-0.934634,-0.824577,-0.76733,-0.731384,-0.729568,-0.701979,-0.712721,-0.823576,-0.850773,-0.867227,-0.794777,-0.792721,-0.717283,4
-0.538547,-0.57461,-0.591247,-0.528117,-0.586864,-0.521732,-0.516556,-0.515078,-0.515433,-0.533898,-0.564229,-0.582477,-0.580964,-0.570132,-0.499729,-0.446891,-0.444887,-0.417944,-0.498229,-0.617079,-0.726361,-0.845392,-0.962764,-1.27418,-1.25144,-1.05318,-1.12047,-1.12343,-0.907139,-0.985724,-0.978686,-0.977744,-0.973079,-0.960621,-0.961192,-0.960981,-0.961157,-1.18324,-0.979653,-0.976101,-0.954065,-1.00396,-1.05794,-1.31037,-0.79349,-1.0072,-0.745883,-0.64039,-0.506853,-0.460117,-0.429586,6
-0.936435,-0.937067,-0.936764,-0.936754,-0.936773,-0.936808,-0.936569,-0.936133,-0.935422,-0.934191,-0.933914,-0.93365,-0.93343,-0.93242,-0.930303,-0.93011,-0.928965,-0.933411,-0.919979,-0.936582,-0.917494,-0.907264,-0.885365,-0.869938,-0.86177,-0.852311,-0.84105,-0.838551,-0.818448,-0.823375,-0.828011,-0.828082,-0.82873,-0.832516,-0.837199,-0.84771,-0.8517,-0.86388,-0.858623,-0.865665,-0.889438,-0.890614,-0.896521,-0.900836,-0.906291,-0.909788,-0.91166,-0.914166,-0.915838,-0.914376,-0.910518,3
-0.426662,-0.425031,-0.423437,-0.420105,-0.419432,-0.416745,-0.402725,-0.402169,-0.401699,-0.397226,-0.396277,-0.390021,-0.391063,-0.38924,-0.388872,-0.38676,-0.39935,-0.39858,-0.392302,-0.390423,-0.395686,-0.402808,-0.403677,-0.4217,-0.413975,-0.408845,-0.399573,-0.401526,-0.439275,-0.441378,-0.443542,-0.44669,-0.450759,-0.446028,-0.444507,-0.442683,-0.442695,-0.437255,-0.431138,-0.425498,-0.42001,-0.415765,-0.414034,-0.423895,-0.417751,-0.412931,-0.415119,-0.412372,-0.39903,-0.395901,-0.394021,2
-0.39026,-0.390532,-0.392729,-0.398551,-0.397904,-0.397853,-0.397688,-0.39621,-0.394098,-0.388736,-0.388414,-0.387898,-0.386862,-0.386104,-0.386306,-0.385089,-0.385375,-0.386856,-0.387797,-0.38954,-0.398952,-0.502711,-0.519063,-0.506148,-0.502104,-0.498086,-0.512007,-0.514746,-0.520334,-0.52661,-0.526061,-0.515296,-0.507928,-0.500495,-0.49833,-0.505503,-0.495632,-0.490377,-0.488257,-0.483361,-0.483086,-0.478841,-0.473398,-0.471658,-0.478731,-0.465877,-0.463139,-0.456519,-0.455518,-0.440886,-0.427124,3
-0.488758,-0.491653,-0.49115,-0.490739,-0.490661,-0.49047,-0.490232,-0.490629,-0.49041,-0.48982,-0.493189,-0.49633,-0.496378,-0.499475,-0.503809,-0.521281,-0.516021,-0.508142,-0.510974,-0.513829,-0.513327,-0.512906,-0.516778,-0.51653,-0.515363,-0.516899,-0.516213,-0.504138,-0.503135,-0.504321,-0.504597,-0.517647,-0.503748,-0.504665,-0.492024,-0.490921,-0.491214,-0.492577,-0.49373,-0.495039,-0.494254,-0.493031,-0.492188,-0.494294,-0.493396,-0.493291,-0.493892,-0.494224,-0.495556,-0.496263,-0.496639,2
-0.68354,-0.681435,-0.680914,-0.681501,-0.681684,-0.682664,-0.690663,-0.688942,-0.690783,-0.698682,-0.696906,-0.702139,-0.706515,-0.719292,-0.727254,-0.721799,-0.731376,-0.718074,-0.711453,-0.708085,-0.704116,-0.700228,-0.69806,-0.697034,-0.696306,-0.694446,-0.69421,-0.690861,-0.686489,-0.687176,-0.690392,-0.690995,-0.693609,-0.69464,-0.697751,-0.701099,-0.708722,-0.709948,-0.708645,-0.696574,-0.687389,-0.685592,-0.68423,-0.702919,-0.711763,-0.716426,-0.718797,-0.716526,-0.711337,-0.710371,-0.70788,2
-0.494146,-0.494355,-0.493693,-0.493239,-0.492682,-0.491577,-0.490826,-0.487444,-0.56351,-0.600638,-0.639974,-0.708056,-0.736943,-0.779486,-0.793595,-0.84971,-0.865125,-0.815986,-0.792233,-0.750777,-0.762695,-0.760501,-0.767933,-0.764949,-0.770617,-0.779238,-0.79584,-0.826017,-0.838372,-0.884435,-0.922754,-0.726453,-0.647653,-0.522408,-0.440487,-0.414696,-0.355972,-0.301255,-0.255958,-0.239105,-0.293416,-0.298726,-0.325961,-0.33058,-0.348486,-0.354734,-0.359651,-0.360345,-0.361743,-0.369559,-0.369088,6
-0.859387,-0.858315,-0.856672,-0.85752,-0.856372,-0.854611,-0.853042,-0.850816,-0.854228,-0.874507,-0.962787,-1.05331,-1.07134,-1.07957,-1.00203,-0.719068,-0.68016,-0.533903,-0.59088,-0.479392,-0.566837,-0.422473,-0.583208,-0.597649,-0.475017,-0.827209,-0.851716,-0.947711,-1.15165,-1.38852,-1.41164,-1.42602,-1.44776,-1.45463,-1.49218,-1.42338,-1.40119,-1.40631,-1.40472,-1.38431,-1.39223,-1.39822,-1.36608,-1.40257,-1.40895,-1.37889,-1.29875,-1.28112,-1.15845,-1.1075,-1.03455,4
-0.863313,-0.862614,-0.833475,-0.86249,-0.863706,-0.863404,-0.863209,-0.826051,-0.863828,-0.863081,-0.831793,-0.82898,-0.838336,-0.838858,-0.852951,-0.873696,-0.865893,-0.851342,-0.834812,-0.811063,-0.801432,-0.783695,-0.772249,-0.765278,-0.759902,-0.757577,-0.754307,-0.755074,-0.756386,-0.76575,-0.768804,-0.770931,-0.773957,-0.784404,-0.786442,-0.789339,-0.797519,-0.789255,-0.79381,-0.820556,-0.820222,-0.814142,-0.825112,-0.825791,-0.831566,-0.830751,-0.829737,-0.838371,-0.823859,-0.834875,-0.836923,3
-0.60757,-0.607974,-0.607127,-0.606331,-0.606765,-0.606846,-0.60535,-0.603187,-0.601609,-0.600738,-0.601513,-0.600125,-0.599011,-0.618163,-0.725205,-0.754522,-0.802208,-0.850988,-0.819663,-0.805302,-0.713611,-0.601932,-0.42512,-0.356405,-0.236674,-0.188835,-0.149575,-0.142993,-0.200473,-0.366365,-0.625615,-0.866895,-1.09559,-1.25333,-1.47293,-1.66673,-1.49437,-1.03987,-0.353585,-0.33076,-0.335176,-0.348247,-0.355298,-0.385046,-0.827042,-1.25602,-1.23559,-1.04993,-0.901226,-0.787179,-0.665841,5
-0.434213,-0.434257,-0.432811,-0.432145,-0.431171,-0.435025,-0.415243,-0.472938,-0.392307,-0.530874,-0.635135,-0.730779,-0.821105,-1.01942,-1.16649,-1.22089,-1.19877,-1.22946,-1.18435,-0.858568,-0.869126,-0.994927,-1.00304,-0.984587,-0.976255,-1.00561,-0.424883,-0.885337,-0.90728,-0.797171,-0.825611,-0.672326,-0.547544,-0.420049,-0.295565,-0.217264,-0.188454,-0.172693,-0.201235,-0.273005,-0.32951,-0.39879,-0.413655,-0.361242,-0.338542,-0.365414,-0.383031,-0.370641,-0.368791,-0.366253,-0.367586,4
-0.324365,-0.324491,-0.324567,-0.324993,-0.324921,-0.324924,-0.324808,-0.394137,-0.39667,-0.39841,-0.401734,-0.405239,-0.411115,-0.424116,-0.433491,-0.441317,-0.443451,-0.453619,-0.457068,-0.410129,-0.461709,-0.462034,-0.460579,-0.417203,-0.413007,-0.414051,-0.414746,-0.414065,-0.413025,-0.413626,-0.402739,-0.406049,-0.449619,-0.408827,-0.454415,-0.464247,-0.469801,-0.472323,-0.471285,-0.46986,-0.468484,-0.463983,-0.455567,-0.453018,-0.425366,-0.44464,-0.447966,-0.44951,-0.451889,-0.453338,-0.439258,1
-0.257786,-0.313459,-0.287551,-0.257434,-0.176603,-0.201993,-0.367317,-0.688483,-0.780182,-0.847925,-0.85246,-0.884539,-0.972143,-0.781685,-0.661554,-0.645928,-0.621878,-0.613568,-0.609084,-0.605459,-0.605572,-0.608644,-0.766338,-0.838312,-0.880107,-0.686195,-0.683232,-0.61485,-0.439045,-0.27794,-0.26197,-0.273754,-0.283582,-0.290506,-0.295039,-0.293077,-0.293355,-0.295947,-0.298334,-0.297453,-0.298491,-0.295763,-0.298903,-0.298654,-0.298049,-0.301462,-0.300163,-0.300909,-0.304817,-0.304047,-0.305317,6
-0.518152,-0.390084,-0.375287,-0.374186,-0.372,-0.373775,-0.371276,-0.370314,-0.372929,-0.478864,-0.481887,-0.370717,-0.376019,-0.445506,-0.39862,-0.394631,-0.378467,-0.399596,-0.421306,-0.382917,-0.386105,-0.365912,-0.344564,-0.339851,-0.331145,-0.325957,-0.324072,-0.319069,-0.362907,-0.370703,-0.37655,-0.380777,-0.38287,-0.346196,-0.335602,-0.322629,-0.320447,-0.342576,-0.364655,-0.367245,-0.359292,-0.360523,-0.363717,-0.373187,-0.378401,-0.29802,-0.299956,-0.304538,-0.317449,-0.418624,-0.429079,3
-0.890289,-0.889739,-0.888619,-0.886716,-0.8836,-0.878367,-0.875394,-0.882614,-0.912333,-1.02137,-1.24206,-1.14196,-1.26704,-1.27853,-1.23753,-1.20046,-1.13192,-1.16287,-1.14949,-1.15634,-1.15818,-1.16445,-1.1626,-1.1714,-1.19208,-1.26456,-1.34521,-1.3513,-1.40702,-1.58028,-1.16507,-1.29224,-1.06745,-0.855564,-0.804497,-0.938248,-0.924114,-0.912328,-0.886731,-0.878572,-0.795953,-0.502735,-0.925002,-0.987255,-1.07707,-1.06046,-1.04308,-1.03694,-1.01145,-0.990616,-0.94795,5
-0.316011,-0.315956,-0.303307,-0.313358,-0.332929,-0.320849,-0.441145,-0.414706,-0.372886,-0.442482,-0.376297,-0.282696,-0.185453,-0.0835573,-0.00578962,0.062322,0.0875061,0.0949057,0.100179,0.101256,0.0983814,0.0739327,-0.0562719,-0.234738,-0.459798,-0.660092,-0.862557,-0.819404,-0.708817,-0.638981,-0.826038,-0.816963,-0.848506,-0.900879,-0.542802,-0.539587,-0.340766,-0.308724,0.0686231,-0.630937,-0.413696,-0.556383,-0.569133,-0.512636,-0.422516,-0.439071,-0.36161,-0.416095,-0.444257,-0.400771,-0.349794,5
-0.320658,-0.319008,-0.316944,-0.324208,-0.31624,-0.318313,-0.308459,-0.320916,-0.312812,-0.298963,-0.259342,-0.257152,-0.19041,-0.155829,-0.105376,-0.110951,-0.15936,-0.186115,-0.248385,-0.377209,-0.680306,-0.856576,-0.931146,-0.95649,-1.27023,-0.650109,-0.534837,-0.645138,-0.817598,-0.81815,-0.842723,-0.84543,-0.834794,-0.813045,-0.566998,-0.841484,-0.875057,-0.800892,-0.70567,-0.457587,-0.330081,-0.244787,-0.200541,-0.167124,-0.172112,-0.177222,-0.175487,-0.202021,-0.240547,-0.250494,-0.252595,5
