@relation AALTDChallenge7

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.796225,-0.797622,-0.795704,-0.790238,-0.79973,-0.787166,-0.785186,-0.780899,-0.673679,-0.753113,-0.851777,-0.564194,-0.457678,-0.58052,-0.677016,-0.61663,-0.601536,-0.587737,-0.533696,-0.563987,-0.525502,-0.450246,-0.28277,-0.249624,-0.121347,-0.0319812,0.00487554,-0.000674194,0.0393438,0.0934305,0.0847511,0.0808029,0.073332,0.0550987,-0.0209451,-0.150352,-0.329322,-0.442773,-0.5768,-0.689258,-0.768035,-0.775587,-0.770013,-0.760843,-0.755059,-0.755607,-0.757969,-0.750134,-0.739081,-0.742756,-0.739077,4
-0.673415,-0.672343,-0.671408,-0.67255,-0.672274,-0.671954,-0.672573,-0.671551,-0.669597,-0.669648,-0.667292,-0.665674,-0.669314,-0.671885,-0.673065,-0.670237,-0.672269,-0.654805,-0.672921,-0.678477,-0.686176,-0.687039,-0.687413,-0.688408,-0.690015,-0.68994,-0.690031,-0.689453,-0.688929,-0.685307,-0.685227,-0.6872,-0.687166,-0.673634,-0.669213,-0.664342,-0.658902,-0.662922,-0.661235,-0.659753,-0.654099,-0.666766,-0.662113,-0.663264,-0.668127,-0.659482,-0.653931,-0.646065,-0.644443,-0.646043,-0.646244,3
-0.75,-0.749611,-0.749305,-0.749337,-0.749733,-0.749676,-0.751382,-0.753682,-0.753596,-0.75245,-0.754285,-0.757458,-0.758259,-0.75464,-0.753983,-0.755904,-0.759509,-0.761421,-0.765184,-0.765372,-0.765251,-0.765137,-0.76719,-0.768328,-0.771416,-0.774335,-0.776246,-0.774585,-0.757358,-0.747615,-0.771233,-0.779332,-0.776563,-0.782021,-0.780259,-0.774538,-0.773379,-0.777682,-0.780803,-0.779303,-0.778577,-0.775302,-0.772415,-0.770894,-0.771757,-0.770739,-0.776525,-0.778026,-0.777481,-0.775963,-0.775523,3
-0.729743,-0.72938,-0.725838,-0.725325,-0.723254,-0.733299,-0.778229,-0.770443,-0.743745,-0.642637,-0.595117,-0.589658,-0.782241,-0.303101,-0.469119,-0.42988,-0.536322,-0.474651,-0.539353,-0.534101,-0.531398,-0.537111,-0.484388,-0.56277,-0.534384,-0.322886,-0.349795,-0.236969,-0.213147,-0.163833,-0.115786,-0.0551332,-0.00461653,-0.00809498,-0.00574561,0.0115893,0.0136,0.013548,0.00119781,-0.0899351,-0.231223,-0.359393,-0.519407,-0.645589,-0.765871,-0.78605,-0.754063,-0.745525,-0.759292,-0.772208,-0.768099,4
-0.803106,-0.806893,-0.809328,-0.813753,-0.804071,-0.808748,-0.81432,-0.823454,-0.823809,-0.82313,-0.793462,-0.774095,-0.759605,-0.741493,-0.741303,-0.746614,-0.74975,-0.752032,-0.754649,-0.756828,-0.758312,-0.758847,-0.757931,-0.757069,-0.75725,-0.756994,-0.753704,-0.744581,-0.745974,-0.749455,-0.749195,-0.748517,-0.763022,-0.789139,-0.808968,-0.814894,-0.826322,-0.830408,-0.813826,-0.808072,-0.808857,-0.811675,-0.810488,-0.811405,-0.809452,-0.822454,-0.834991,-0.835041,-0.840681,-0.84211,-0.838781,3
-0.805897,-0.807869,-0.807157,-0.792535,-0.798027,-0.799654,-0.796077,-0.864263,-0.86686,-0.803104,-0.735967,-0.681594,-0.53972,-0.421258,-0.326803,-0.149288,-0.0774367,-0.0112961,0.0394779,0.065542,0.0745459,0.0555176,0.0110889,-0.0939437,-0.24361,-0.429136,-0.502254,-0.575813,-0.545305,-0.541121,-0.642248,-0.602768,-0.512611,-0.485674,-0.523705,-0.551103,-0.601424,-0.719993,-0.663265,-0.70552,-0.686331,-0.69283,-0.755515,-0.810232,-0.813684,-0.82561,-0.8372,-0.847955,-0.848785,-0.841694,-0.81493,5
-0.811646,-0.826093,-0.826825,-0.820736,-0.821921,-0.831596,-0.82809,-0.823286,-0.806715,-0.791522,-0.773673,-0.761334,-0.728475,-0.719628,-0.714165,-0.712409,-0.707103,-0.708399,-0.707408,-0.709056,-0.705278,-0.706254,-0.706505,-0.701578,-0.712256,-0.742345,-0.76531,-0.781304,-0.795228,-0.802778,-0.804053,-0.813923,-0.828331,-0.841925,-0.846826,-0.852898,-0.864527,-0.853624,-0.843044,-0.851044,-0.860933,-0.865484,-0.859529,-0.865397,-0.86135,-0.860462,-0.856847,-0.85257,-0.843446,-0.843199,-0.840282,1
-0.771883,-0.770586,-0.769911,-0.774042,-0.768364,-0.76911,-0.771401,-0.766135,-0.768897,-0.753748,-0.762793,-0.759103,-0.72956,-0.681672,-0.606443,-0.557065,-0.496675,-0.474135,-0.50124,-0.449629,-0.59322,-0.607041,-0.64094,-0.508364,-0.570754,-0.549061,-0.582998,-0.570984,-0.558447,-0.558015,-0.537078,-0.530769,-0.600301,-0.648005,-0.666467,-0.772385,-0.663813,-0.653587,-0.63642,-0.644951,-0.681284,-0.694361,-0.705186,-0.709806,-0.708579,-0.712177,-0.713565,-0.711931,-0.714116,-0.716364,-0.717976,6
-0.811252,-0.804551,-0.804379,-0.803519,-0.799236,-0.801196,-0.804508,-0.804054,-0.803608,-0.805941,-0.805625,-0.806915,-0.785385,-0.78075,-0.764533,-0.759645,-0.753186,-0.751598,-0.749142,-0.753998,-0.757609,-0.760091,-0.759852,-0.7592,-0.763529,-0.764089,-0.764457,-0.775133,-0.779525,-0.778919,-0.767882,-0.759435,-0.762952,-0.763334,-0.774637,-0.782772,-0.786991,-0.805698,-0.80926,-0.816918,-0.834585,-0.829396,-0.825465,-0.827143,-0.826508,-0.823489,-0.824619,-0.826715,-0.825604,-0.830197,-0.826359,3
-0.678323,-0.682618,-0.676261,-0.670201,-0.679973,-0.67835,-0.681053,-0.686475,-0.691908,-0.686836,-0.688009,-0.681512,-0.688507,-0.690714,-0.694772,-0.694588,-0.682069,-0.691169,-0.69968,-0.704197,-0.718089,-0.725045,-0.732246,-0.745872,-0.754179,-0.765118,-0.772791,-0.779496,-0.768162,-0.761976,-0.766319,-0.768641,-0.777184,-0.782076,-0.786088,-0.78855,-0.789543,-0.788741,-0.787549,-0.784913,-0.760536,-0.760877,-0.756328,-0.727449,-0.721154,-0.712282,-0.714296,-0.710212,-0.704946,-0.703297,-0.711912,2
-0.711949,-0.711393,-0.711233,-0.711158,-0.710839,-0.710287,-0.709522,-0.709911,-0.71,-0.710814,-0.713763,-0.712645,-0.711948,-0.699878,-0.651309,-0.585669,-0.479348,-0.455147,-0.381975,-0.359162,-0.358027,-0.232234,-0.114466,-0.101988,0.00124679,-0.0756924,-0.0854961,-0.0589362,-0.0426373,-0.0422238,0.00137338,-0.00407895,0.042291,0.0567504,-0.0107234,-0.070853,0.0086671,-0.362214,-0.529752,-0.459812,-0.466156,-0.562262,-0.599551,-0.641818,-0.742181,-0.738312,-0.734366,-0.728804,-0.725242,-0.722988,-0.721923,6
-0.450899,-0.450767,-0.452501,-0.454648,-0.455247,-0.452276,-0.453126,-0.454493,-0.452512,-0.454416,-0.456973,-0.457296,-0.456729,-0.457588,-0.457424,-0.456054,-0.457581,-0.45888,-0.459322,-0.460343,-0.456744,-0.455021,-0.456505,-0.457026,-0.47094,-0.469004,-0.471708,-0.475448,-0.479547,-0.480111,-0.48497,-0.499083,-0.511571,-0.522602,-0.534091,-0.543152,-0.552295,-0.555816,-0.5697,-0.566677,-0.582929,-0.598891,-0.609533,-0.609361,-0.605956,-0.590388,-0.585079,-0.575719,-0.567138,-0.557045,-0.549239,1
-0.828008,-0.828444,-0.825824,-0.826972,-0.825332,-0.82527,-0.826825,-0.828543,-0.836472,-0.834672,-0.792606,-0.654469,-0.498123,-0.365535,-0.287567,-0.213817,-0.12237,-0.0573482,0.0124308,0.0310006,0.0617765,0.202943,-0.135212,-0.397556,-0.195082,-0.0947126,-0.0577717,-0.0539667,-0.0523766,-0.0496609,-0.115201,-0.0479061,0.133146,0.0973356,0.0303496,0.0225417,0.0347224,0.0416992,0.0530709,0.0691994,0.0777828,0.0845512,0.0917207,0.0879707,0.0592887,-0.0286954,-0.158213,-0.29891,-0.411378,-0.66374,-0.742847,4
-0.761499,-0.765692,-0.765791,-0.767274,-0.769424,-0.767323,-0.768051,-0.766062,-0.763942,-0.765758,-0.767532,-0.767298,-0.768729,-0.774145,-0.790685,-0.80004,-0.791924,-0.818782,-0.762412,-0.68625,-0.630542,-0.669341,-0.639876,-0.504108,-0.401062,-0.472844,-0.553083,-0.585762,-0.57782,-0.566817,-0.572599,-0.58992,-0.591229,-0.549921,-0.560902,-0.570562,-0.577041,-0.581963,-0.581942,-0.55525,-0.6456,-0.493187,-0.477322,-0.454938,-0.58362,-0.594423,-0.643563,-0.75354,-0.784987,-0.809477,-0.81027,6
-0.831905,-0.850499,-0.839304,-0.834195,-0.830097,-0.876446,-0.873321,-0.884148,-0.88671,-0.88844,-0.88928,-0.890024,-0.891752,-0.893913,-0.896649,-0.907558,-0.913577,-0.886925,-0.848867,-0.834985,-0.808612,-0.785964,-0.753217,-0.738839,-0.736597,-0.73636,-0.736935,-0.728681,-0.721716,-0.722583,-0.709362,-0.716903,-0.724269,-0.733313,-0.735577,-0.731889,-0.72787,-0.7247,-0.708484,-0.710603,-0.723704,-0.729019,-0.735755,-0.742759,-0.74315,-0.73937,-0.736267,-0.733711,-0.730001,-0.700199,-0.704764,3
-0.745796,-0.739948,-0.736628,-0.7352,-0.732427,-0.733585,-0.732311,-0.735056,-0.736326,-0.735338,-0.732339,-0.734688,-0.73201,-0.730561,-0.731288,-0.730949,-0.731221,-0.733694,-0.736071,-0.738357,-0.743499,-0.749297,-0.737788,-0.769082,-0.753794,-0.758396,-0.765609,-0.745604,-0.729565,-0.723949,-0.723962,-0.725269,-0.726648,-0.725327,-0.732412,-0.736262,-0.730411,-0.731087,-0.727731,-0.72379,-0.723953,-0.716807,-0.713026,-0.720202,-0.726439,-0.746368,-0.757507,-0.756189,-0.758787,-0.760606,-0.760288,2
-0.717654,-0.719216,-0.720268,-0.719615,-0.722184,-0.718745,-0.718954,-0.72067,-0.718859,-0.720068,-0.720885,-0.720339,-0.718033,-0.717957,-0.719956,-0.720329,-0.71993,-0.719769,-0.719057,-0.726396,-0.76485,-0.769224,-0.791814,-0.795137,-0.793956,-0.805281,-0.831804,-0.818355,-0.836188,-0.867424,-0.881758,-0.887923,-0.900369,-0.923757,-0.894816,-0.891534,-0.86411,-0.856449,-0.854669,-0.808755,-0.825164,-0.797639,-0.789245,-0.783519,-0.77191,-0.750314,-0.758185,-0.798718,-0.789987,-0.79189,-0.763379,3
-0.755903,-0.755771,-0.755248,-0.753316,-0.752597,-0.754567,-0.753903,-0.75212,-0.7537,-0.751332,-0.751658,-0.752381,-0.743629,-0.737281,-0.744727,-0.746905,-0.748883,-0.75068,-0.752201,-0.751754,-0.751028,-0.749818,-0.755637,-0.756096,-0.754446,-0.755804,-0.756191,-0.756486,-0.76028,-0.761683,-0.761036,-0.755738,-0.742024,-0.736959,-0.738435,-0.741286,-0.749553,-0.750921,-0.753144,-0.753385,-0.753698,-0.75601,-0.755197,-0.758247,-0.754866,-0.753109,-0.750643,-0.749236,-0.749173,-0.748621,-0.748347,2
-0.642612,-0.640287,-0.63876,-0.636504,-0.635267,-0.630785,-0.634912,-0.627318,-0.622082,-0.623512,-0.613721,-0.609462,-0.605984,-0.607069,-0.612002,-0.613124,-0.624989,-0.621483,-0.623436,-0.626804,-0.628168,-0.626654,-0.626725,-0.626171,-0.624172,-0.621968,-0.621872,-0.622112,-0.618116,-0.617199,-0.622449,-0.623951,-0.626488,-0.624453,-0.62449,-0.623747,-0.632576,-0.635549,-0.637763,-0.640346,-0.640808,-0.639874,-0.636164,-0.649416,-0.651622,-0.653917,-0.655181,-0.653037,-0.65007,-0.651036,-0.648836,2
