@relation AALTDChallenge6

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.564097,-0.564499,-0.563753,-0.565008,-0.57355,-0.591972,-0.597853,-0.575932,-0.576825,-0.560693,-0.4966,-0.399367,-0.33397,-0.438892,-0.590723,-0.596805,-0.605876,-0.617812,-0.59614,-0.526093,-0.67368,-0.796923,-1.0288,-1.06858,-1.11212,-1.19503,-1.22255,-1.12103,-1.08973,-1.11354,-1.07035,-1.05659,-1.05423,-1.05989,-1.07557,-1.05291,-0.956864,-0.876631,-0.827995,-0.733414,-0.656911,-0.56915,-0.540651,-0.536958,-0.540678,-0.554347,-0.553331,-0.539924,-0.532755,-0.542361,-0.538084,4
-0.66899,-0.668925,-0.668808,-0.66852,-0.668654,-0.668843,-0.669179,-0.6696,-0.669455,-0.669398,-0.669679,-0.670801,-0.676536,-0.682671,-0.683274,-0.685972,-0.686465,-0.674229,-0.665595,-0.658397,-0.652845,-0.651434,-0.650212,-0.64939,-0.648826,-0.648383,-0.648996,-0.650641,-0.652001,-0.652818,-0.654053,-0.655191,-0.656761,-0.661822,-0.662204,-0.666693,-0.668505,-0.679618,-0.672672,-0.658498,-0.646475,-0.656102,-0.652753,-0.65198,-0.657935,-0.644887,-0.645316,-0.632924,-0.629232,-0.628633,-0.626717,3
-0.683921,-0.683038,-0.68202,-0.681824,-0.681484,-0.681332,-0.681373,-0.681856,-0.681119,-0.680566,-0.675899,-0.670661,-0.666801,-0.660462,-0.651513,-0.644581,-0.640393,-0.638587,-0.63591,-0.634362,-0.63356,-0.633585,-0.634934,-0.634079,-0.636056,-0.636077,-0.638883,-0.643745,-0.645806,-0.650229,-0.679953,-0.68912,-0.686973,-0.693453,-0.697207,-0.693343,-0.69152,-0.697705,-0.700247,-0.69675,-0.694444,-0.691928,-0.689463,-0.687428,-0.686021,-0.684737,-0.692237,-0.694678,-0.693425,-0.691421,-0.689858,3
-0.563803,-0.56332,-0.562778,-0.562596,-0.562175,-0.558659,-0.567572,-0.630315,-0.702091,-0.769682,-0.790179,-0.80078,-0.500434,-0.478304,-0.503385,-0.51978,-0.369307,-0.222492,-0.270771,-0.278155,-0.281607,-0.300501,-0.559997,-0.64329,-0.85565,-1.00195,-1.01072,-1.11037,-1.21248,-1.24373,-1.23233,-1.21792,-1.12582,-1.09943,-1.0935,-1.0923,-1.09146,-1.09013,-1.08986,-1.14439,-1.02728,-0.950904,-0.867746,-0.753559,-0.641814,-0.571717,-0.531694,-0.523434,-0.534463,-0.538577,-0.537567,4
-0.689536,-0.691226,-0.692297,-0.695912,-0.699061,-0.701536,-0.702479,-0.703762,-0.70336,-0.701269,-0.681434,-0.679417,-0.675537,-0.652951,-0.655669,-0.656631,-0.657771,-0.658241,-0.658146,-0.658632,-0.659536,-0.6591,-0.658615,-0.659456,-0.659915,-0.660004,-0.649223,-0.654434,-0.660071,-0.665613,-0.668529,-0.668916,-0.669487,-0.675427,-0.682232,-0.687261,-0.686351,-0.678298,-0.679316,-0.682188,-0.685193,-0.690901,-0.690106,-0.692158,-0.69354,-0.697846,-0.69963,-0.699112,-0.700041,-0.70002,-0.701657,3
-0.565745,-0.570559,-0.566251,-0.558464,-0.566613,-0.563245,-0.554552,-0.574176,-0.603426,-0.699088,-0.820661,-0.925535,-0.961388,-1.03719,-1.10439,-1.14746,-1.1493,-1.1071,-1.10882,-1.11618,-1.1363,-1.11884,-1.10653,-1.0964,-1.11238,-0.873404,-0.867231,-0.729151,-0.602493,-0.517046,-0.519024,-0.418982,-0.493848,-0.465571,-0.523925,-0.54204,-0.568232,-0.658727,-0.728703,-0.682023,-0.643597,-0.628799,-0.603379,-0.604802,-0.608314,-0.601919,-0.588841,-0.569972,-0.561776,-0.559349,-0.552843,5
-0.672175,-0.682166,-0.685415,-0.670036,-0.663511,-0.672929,-0.658353,-0.643332,-0.63439,-0.619762,-0.60032,-0.589577,-0.567625,-0.561919,-0.55878,-0.558965,-0.554783,-0.556258,-0.555607,-0.556112,-0.554106,-0.555898,-0.556766,-0.556085,-0.562256,-0.576308,-0.589067,-0.597052,-0.60969,-0.618825,-0.620698,-0.629063,-0.628127,-0.633413,-0.630865,-0.628668,-0.634895,-0.628215,-0.623169,-0.622371,-0.62691,-0.627507,-0.629152,-0.633168,-0.634024,-0.635696,-0.63498,-0.633753,-0.632434,-0.634984,-0.633494,1
-0.538953,-0.538268,-0.534888,-0.536163,-0.536083,-0.536074,-0.536513,-0.536209,-0.536502,-0.532018,-0.536581,-0.549684,-0.592759,-0.685902,-0.76196,-0.805481,-0.873469,-0.752975,-0.824393,-0.656627,-0.663049,-0.612347,-0.617984,-0.506873,-0.530888,-0.464587,-0.560432,-0.54996,-0.530505,-0.52611,-0.524836,-0.514072,-0.61607,-0.636611,-0.627433,-0.64833,-0.638491,-0.634348,-0.625754,-0.609891,-0.581212,-0.562193,-0.553387,-0.55179,-0.550219,-0.547752,-0.543602,-0.542727,-0.541127,-0.54002,-0.539195,6
-0.703765,-0.696113,-0.695901,-0.695432,-0.689975,-0.689047,-0.689839,-0.688619,-0.692085,-0.692555,-0.691064,-0.692697,-0.662089,-0.657269,-0.642651,-0.631096,-0.620088,-0.614899,-0.609913,-0.607992,-0.604154,-0.603799,-0.603403,-0.603928,-0.606108,-0.60636,-0.607084,-0.620644,-0.624591,-0.633927,-0.630452,-0.629942,-0.636767,-0.644663,-0.65001,-0.651334,-0.654626,-0.676738,-0.677592,-0.688141,-0.695812,-0.690804,-0.686089,-0.684847,-0.67764,-0.670988,-0.668227,-0.665628,-0.663396,-0.664,-0.662862,3
-0.589381,-0.589904,-0.586992,-0.582398,-0.585867,-0.583842,-0.590493,-0.591877,-0.596271,-0.598096,-0.596995,-0.596092,-0.600335,-0.599395,-0.602732,-0.598998,-0.590084,-0.591644,-0.588491,-0.583306,-0.578917,-0.576631,-0.573175,-0.554558,-0.546856,-0.536011,-0.519836,-0.504788,-0.492603,-0.485924,-0.483372,-0.482658,-0.49118,-0.494527,-0.501629,-0.504977,-0.506882,-0.507632,-0.508675,-0.510451,-0.505257,-0.511993,-0.515269,-0.521867,-0.532734,-0.546659,-0.554051,-0.557286,-0.560672,-0.561218,-0.562755,2
