@relation AALTDChallenge4

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute target {1,2,3,4,5,6}

@data
-2.01507,-2.00756,-2.01004,-2.03255,-1.95328,-1.86108,-1.69944,-1.2534,-0.62668,-0.216944,0.166592,0.434528,0.530182,0.141329,-0.670784,-0.546166,-0.515768,-0.511739,-0.509378,-0.555969,-0.532075,-0.0542511,0.505936,0.605833,0.625232,0.55659,0.439711,0.342896,0.369876,0.367179,0.272491,0.213265,0.148868,0.0319567,-0.160838,-0.47898,-0.982751,-1.32203,-1.53858,-1.80136,-1.95069,-1.97845,-1.95398,-2.00447,-1.99165,-1.99725,-1.99853,-1.97608,-1.9604,-2.00639,-1.96968,4
-1.66962,-1.6695,-1.67012,-1.66889,-1.66993,-1.66738,-1.66355,-1.66159,-1.65468,-1.64953,-1.63022,-1.61448,-1.60815,-1.58287,-1.48124,-1.35425,-1.1889,-0.890653,-0.577987,-0.388943,-0.151191,-0.0480989,0.00681946,0.0585152,0.0648656,0.0759645,0.0456795,0.0156891,-0.0412306,-0.157005,-0.311502,-0.504804,-0.711652,-0.933445,-1.16119,-1.34825,-1.47859,-1.58542,-1.61873,-1.63957,-1.63682,-1.66717,-1.70587,-1.70529,-1.72211,-1.67002,-1.67514,-1.66016,-1.66105,-1.65719,-1.65199,3
-1.75952,-1.75765,-1.75653,-1.75883,-1.7597,-1.76221,-1.75885,-1.74998,-1.70886,-1.5623,-1.34372,-1.0539,-0.720833,-0.399702,-0.0402288,0.17794,0.318224,0.417189,0.387776,0.335023,0.329233,0.322679,0.248206,0.094396,-0.114451,-0.35942,-0.646084,-1.11464,-1.38169,-1.57776,-1.75319,-1.85359,-1.86608,-1.88542,-1.86049,-1.85206,-1.92453,-1.92451,-1.92534,-1.8541,-1.87806,-1.87489,-1.86375,-1.83644,-1.83752,-1.83479,-1.85068,-1.85386,-1.851,-1.84959,-1.84668,3
-1.98847,-1.97458,-1.90226,-1.94778,-1.94582,-2.08465,-2.00861,-2.11123,-2.02642,-1.68988,-1.29974,-0.699191,-0.207894,0.377654,0.329149,-0.338592,-0.371705,-0.466076,-0.387196,-0.3288,-0.290934,-0.340986,-0.343956,-0.402044,0.344178,0.408306,0.254153,0.162116,0.00301997,-0.0883871,-0.0788411,-0.0655501,-0.0454348,-0.0727357,0.00114439,0.00538716,0.0143721,-0.00649067,-0.110538,-0.318059,-0.673416,-1.07651,-1.49882,-1.82395,-1.97338,-2.07203,-2.04412,-1.98679,-2.02222,-2.12182,-2.03433,4
-2.17565,-2.18611,-2.19194,-2.20168,-2.16361,-2.15379,-2.15701,-2.18977,-2.16195,-2.04327,-1.74208,-1.36935,-0.984952,-0.452723,-0.210405,-0.0166092,0.0849095,0.157973,0.21392,0.217647,0.20817,0.195151,0.18655,0.187358,0.190641,0.183239,0.132683,0.033301,-0.159144,-0.457555,-0.777879,-1.14743,-1.45602,-1.7454,-2.02063,-2.12429,-2.18891,-2.18911,-2.14959,-2.13192,-2.13063,-2.22029,-2.22501,-2.22949,-2.14723,-2.17359,-2.20434,-2.26228,-2.28841,-2.27827,-2.28599,3
-1.99643,-2.04399,-2.04368,-2.02531,-2.03219,-2.02794,-2.00645,-2.0476,-2.08103,-2.09678,-2.02288,-1.82115,-1.45823,-1.03151,-0.658334,-0.158927,0.0537727,0.197926,0.253106,0.291666,0.273116,0.165242,0.0255072,-0.0759329,-0.0482369,0.059403,0.115411,0.217692,-0.39616,-0.436025,-0.406232,-0.36603,-0.301785,-0.277025,-0.289269,-0.312023,-0.435947,-0.0832635,-0.228179,-0.376104,-1.00584,-1.09118,-1.51723,-1.86369,-1.94444,-2.00245,-2.02708,-2.072,-2.04001,-2.04542,-2.04888,5
-2.31794,-2.36398,-2.48698,-2.3176,-2.34228,-2.34828,-2.24596,-1.8102,-1.28214,-0.703666,-0.178634,0.29672,0.66191,0.98298,1.03008,1.38941,1.41384,1.44488,1.42442,1.43008,1.4234,1.37391,1.25811,1.0857,0.678164,0.205039,-0.303121,-0.792971,-1.46382,-1.75163,-2.03576,-2.1757,-2.30669,-2.35083,-2.30793,-2.33124,-2.22845,-2.40993,-2.3961,-2.40707,-2.43524,-2.45044,-2.33026,-2.44767,-2.43509,-2.44371,-2.42475,-2.2522,-2.38539,-2.38603,-2.35703,1
-1.89794,-1.89497,-1.89354,-1.89886,-1.90615,-1.89188,-1.89559,-1.90501,-1.89246,-1.86633,-1.88332,-1.78943,-1.6873,-1.43687,-1.07808,-0.562597,0.347924,1.04614,1.06984,1.23225,1.26281,1.3739,1.30369,1.47728,1.26653,1.19795,1.16582,1.19539,1.28227,1.23037,1.10658,0.829429,0.518206,-0.190277,-0.917941,-1.49391,-1.802,-1.95673,-1.8852,-1.85108,-1.82205,-1.83221,-1.84102,-1.87455,-1.87671,-1.87356,-1.89044,-1.88474,-1.88107,-1.88307,-1.88981,6
-2.16317,-2.12983,-2.14205,-2.14658,-2.12131,-2.12488,-2.14901,-2.15366,-2.14937,-2.08918,-1.88448,-1.59402,-1.22254,-0.867428,-0.515742,-0.232474,0.00306578,0.190293,0.312645,0.389161,0.428351,0.434818,0.419862,0.395743,0.389978,0.378883,0.37403,0.36388,0.323553,0.209117,-0.130441,-0.652499,-1.00543,-1.45591,-1.7286,-1.94172,-2.00925,-2.17679,-2.15676,-2.12282,-2.14518,-1.98362,-2.1317,-2.13988,-2.12824,-2.13787,-2.12531,-2.12161,-2.13513,-2.14159,-2.1087,3
-1.7639,-1.70782,-1.72932,-1.73125,-1.74168,-1.73801,-1.74908,-1.76204,-1.81004,-1.79198,-1.80463,-1.79207,-1.83945,-1.82253,-1.82628,-1.85495,-1.8341,-1.69881,-1.51746,-1.31105,-0.878546,-0.512986,-0.116349,0.268774,0.494979,0.679941,0.745961,0.797391,0.773814,0.795368,0.74711,0.765861,0.719969,0.567585,0.452218,0.404232,0.0446536,-0.268796,-0.599459,-0.892891,-1.18618,-1.44969,-1.64368,-1.73921,-1.67739,-1.75892,-1.74256,-1.75173,-1.74802,-1.69099,-1.71571,2
