206/391
15.0,15.0
35.0,35.0
27.0,33.0
36.0,21.0
31.0,15.0
28.0,30.0
23.0,23.0
1.0,1.0
28.0,29.0
2.0,13.0
23.0,23.0
13.0,13.0
18.0,24.0
17.0,17.0
7.0,31.0
25.0,27.0
17.0,17.0
25.0,25.0
27.0,30.0
7.0,36.0
3.0,9.0
30.0,30.0
22.0,20.0
23.0,13.0
33.0,33.0
2.0,2.0
1.0,1.0
29.0,28.0
17.0,31.0
31.0,31.0
18.0,4.0
10.0,11.0
7.0,19.0
17.0,17.0
35.0,35.0
32.0,34.0
31.0,36.0
20.0,19.0
4.0,6.0
3.0,10.0
11.0,11.0
10.0,11.0
7.0,7.0
13.0,5.0
11.0,11.0
14.0,14.0
4.0,6.0
0.0,19.0
18.0,24.0
15.0,15.0
30.0,13.0
14.0,14.0
0.0,12.0
36.0,35.0
22.0,30.0
11.0,11.0
24.0,24.0
26.0,26.0
25.0,19.0
9.0,9.0
18.0,17.0
12.0,16.0
16.0,12.0
16.0,22.0
1.0,1.0
3.0,10.0
23.0,23.0
4.0,17.0
4.0,6.0
11.0,11.0
2.0,2.0
11.0,11.0
35.0,35.0
1.0,1.0
11.0,11.0
20.0,20.0
22.0,22.0
5.0,4.0
14.0,14.0
1.0,1.0
29.0,25.0
4.0,5.0
17.0,25.0
9.0,9.0
1.0,1.0
9.0,9.0
7.0,21.0
3.0,3.0
31.0,21.0
27.0,30.0
28.0,28.0
2.0,2.0
17.0,17.0
10.0,10.0
18.0,24.0
27.0,30.0
31.0,4.0
25.0,19.0
27.0,27.0
11.0,35.0
5.0,5.0
27.0,30.0
20.0,20.0
23.0,23.0
16.0,16.0
28.0,28.0
4.0,18.0
14.0,14.0
30.0,20.0
31.0,25.0
27.0,33.0
28.0,28.0
7.0,21.0
30.0,20.0
20.0,20.0
0.0,0.0
4.0,21.0
2.0,2.0
34.0,34.0
2.0,2.0
5.0,18.0
5.0,5.0
36.0,36.0
18.0,24.0
18.0,4.0
11.0,7.0
6.0,4.0
2.0,2.0
27.0,27.0
4.0,13.0
14.0,14.0
24.0,24.0
22.0,33.0
31.0,8.0
10.0,10.0
30.0,20.0
33.0,22.0
14.0,14.0
17.0,17.0
35.0,35.0
18.0,18.0
7.0,10.0
32.0,32.0
25.0,19.0
35.0,35.0
11.0,15.0
32.0,32.0
21.0,36.0
36.0,18.0
16.0,16.0
25.0,25.0
33.0,33.0
31.0,13.0
0.0,12.0
26.0,18.0
34.0,34.0
15.0,15.0
2.0,13.0
29.0,36.0
4.0,24.0
18.0,4.0
18.0,4.0
16.0,16.0
17.0,18.0
18.0,26.0
36.0,36.0
0.0,12.0
34.0,34.0
3.0,3.0
29.0,34.0
33.0,33.0
27.0,27.0
16.0,12.0
2.0,2.0
2.0,2.0
20.0,20.0
7.0,17.0
1.0,1.0
17.0,17.0
35.0,35.0
4.0,6.0
2.0,2.0
24.0,24.0
4.0,2.0
29.0,28.0
3.0,3.0
25.0,19.0
7.0,7.0
12.0,12.0
32.0,32.0
31.0,34.0
0.0,0.0
22.0,33.0
36.0,36.0
24.0,24.0
28.0,29.0
0.0,0.0
17.0,35.0
7.0,7.0
32.0,34.0
23.0,23.0
11.0,8.0
17.0,25.0
10.0,10.0
32.0,32.0
17.0,25.0
33.0,22.0
11.0,35.0
23.0,23.0
2.0,2.0
16.0,22.0
31.0,4.0
16.0,16.0
30.0,20.0
7.0,11.0
31.0,21.0
10.0,10.0
16.0,16.0
9.0,9.0
7.0,7.0
9.0,9.0
31.0,7.0
30.0,20.0
27.0,30.0
28.0,29.0
36.0,36.0
22.0,22.0
18.0,4.0
11.0,11.0
14.0,14.0
19.0,19.0
34.0,34.0
3.0,11.0
4.0,34.0
34.0,4.0
17.0,22.0
27.0,27.0
26.0,26.0
5.0,5.0
1.0,1.0
6.0,6.0
18.0,4.0
8.0,8.0
12.0,12.0
36.0,36.0
28.0,31.0
1.0,1.0
28.0,28.0
27.0,22.0
26.0,18.0
28.0,28.0
32.0,31.0
34.0,8.0
29.0,29.0
11.0,11.0
32.0,32.0
15.0,15.0
8.0,8.0
5.0,5.0
1.0,1.0
2.0,2.0
5.0,4.0
7.0,21.0
12.0,14.0
22.0,22.0
4.0,6.0
11.0,11.0
6.0,6.0
21.0,21.0
26.0,18.0
4.0,24.0
3.0,3.0
18.0,24.0
15.0,15.0
26.0,26.0
2.0,2.0
15.0,15.0
10.0,10.0
30.0,30.0
15.0,15.0
18.0,24.0
0.0,12.0
7.0,18.0
22.0,33.0
23.0,23.0
29.0,29.0
26.0,26.0
1.0,1.0
31.0,31.0
28.0,29.0
16.0,16.0
24.0,24.0
35.0,35.0
9.0,9.0
4.0,6.0
25.0,25.0
29.0,21.0
19.0,7.0
27.0,33.0
21.0,7.0
6.0,6.0
24.0,24.0
19.0,0.0
31.0,7.0
35.0,8.0
3.0,12.0
5.0,4.0
28.0,36.0
16.0,16.0
17.0,17.0
22.0,22.0
2.0,2.0
0.0,0.0
8.0,8.0
7.0,18.0
20.0,12.0
7.0,26.0
14.0,30.0
30.0,12.0
32.0,13.0
0.0,22.0
11.0,11.0
20.0,20.0
19.0,19.0
32.0,32.0
5.0,5.0
3.0,3.0
17.0,25.0
28.0,28.0
2.0,13.0
12.0,12.0
0.0,12.0
25.0,24.0
21.0,4.0
19.0,19.0
10.0,10.0
20.0,20.0
32.0,32.0
36.0,21.0
11.0,10.0
28.0,28.0
11.0,8.0
17.0,17.0
3.0,1.0
31.0,7.0
27.0,33.0
18.0,18.0
17.0,25.0
2.0,2.0
19.0,12.0
7.0,17.0
7.0,26.0
8.0,8.0
18.0,7.0
9.0,9.0
31.0,31.0
